阶次,幅值 (μm)
349,18.548132539748433
263,18.512287653660195
259,18.348711174031816
261,18.26947220948367
348,18.2359722824723
260,18.18674182015343
437,18.090690135643886
435,17.96675666323782
262,17.76501943886672
346,17.600314060891627
