阶次,幅值 (μm)
368,778.3883916508088
366,778.3883916508066
367,637.6677831142566
365,186.3244048398417
363,125.25385684934004
348,14.444471273616625
87,7.198981567000027
261,7.138735954587914
174,7.0366220227251
435,6.738607025682738
