阶次,幅值 (μm)
263,7.555367817883726
262,7.190994256906008
349,6.354891443590509
261,6.1822353226784115
346,5.621585200673076
347,4.838367140484056
437,4.832656989060517
436,4.75379866605223
434,4.732538167569714
435,4.720070756488824
