阶次,幅值 (μm)
262,11.359676888398141
257,9.16360631209283
347,7.489240940819056
256,7.0610420642379985
349,6.716672320214786
348,6.529915655256148
346,6.220483151633751
260,5.944652258687839
265,5.845133202747242
351,5.608131757721636
