阶次,幅值 (μm)
368,691.6048099582716
366,691.6048099582662
367,610.8377148634986
365,288.3360867249338
364,171.18061128735005
348,18.982941879369974
435,7.705354592314752
261,6.729817867590651
174,6.7179166247152615
87,6.63458305824443
