阶次,幅值 (μm)
261,9.73228981919324
260,9.30620141713498
259,5.800390236378552
263,5.566308181395134
349,5.5037025429101165
346,5.445247063861067
437,4.9334753637349245
436,4.783014789548806
434,4.774516774703556
435,4.73070892905006
